# iSurf Session Log
# session: synth001
# date: 20260602_165920
# mode: Standard
# devMode: false
# sampleRate: 50 Hz
# --- 6 Parameters ---
# minSpeed(m/s): 4.17
# takeoffG(g): 1.50
# landingG(g): 2.00
# minAirtime(s): 0.50
# maxAirtime(s): 8.00
# cooldown(s): 1.50
# --- Columns ---
# ax/ay/az = userAcceleration (g, gravity removed)
# gx/gy/gz = gyroscope (rad/s)
# gvX/gvY/gvZ = gravity vector (g)
# baro = barometric pressure (hPa)
# baseBaro = rolling baseline pressure (hPa)
# spd = GPS speed (m/s)
# lowG = consecutive low-g sample count
# -----------------------
idx,t,ax,ay,az,aM,gx,gy,gz,gM,gvX,gvY,gvZ,baro,baseBaro,spd,lowG,state,evt
4063,81.240,0.078,-0.090,-0.086,0.147,-0.083,-0.028,0.026,0.092,0.006,0.001,-1.005,1013.34,1013.25,7.96,0,RIDING,
4064,81.260,0.132,0.203,0.004,0.242,-0.128,-0.004,-0.005,0.128,0.005,-0.019,-1.001,1013.17,1013.25,7.80,0,RIDING,
4065,81.280,0.048,0.052,-0.125,0.143,0.080,-0.019,0.086,0.119,-0.003,-0.006,-1.003,1013.22,1013.25,8.11,0,RIDING,
4066,81.300,-0.025,-0.085,0.062,0.108,-0.005,0.043,-0.078,0.089,0.009,0.002,-1.009,1013.28,1013.25,8.33,0,RIDING,
4067,81.320,0.064,0.101,0.026,0.122,-0.032,-0.014,0.031,0.047,-0.003,-0.003,-1.002,1013.28,1013.25,8.41,0,RIDING,
4068,81.340,0.018,-0.007,0.055,0.059,-0.013,0.018,-0.056,0.060,0.006,-0.000,-0.991,1013.28,1013.25,8.46,0,RIDING,
4069,81.360,-0.022,0.101,-0.019,0.105,0.017,0.072,-0.027,0.079,-0.003,-0.018,-1.013,1013.27,1013.25,8.97,0,RIDING,
4070,81.380,0.028,0.027,-0.121,0.128,-0.094,-0.031,-0.023,0.102,-0.005,-0.013,-0.994,1013.24,1013.25,9.22,0,RIDING,
4071,81.400,-0.064,0.004,-0.005,0.064,-0.024,0.026,0.070,0.079,-0.012,-0.008,-0.992,1013.24,1013.25,8.26,0,RIDING,
4072,81.420,0.141,0.010,0.173,0.224,0.027,0.029,-0.031,0.050,0.003,0.005,-1.022,1013.24,1013.25,8.70,0,RIDING,
4073,81.440,-0.033,-0.080,-0.129,0.155,-0.025,-0.008,0.033,0.042,0.001,-0.015,-0.996,1013.26,1013.25,8.80,0,RIDING,
4074,81.460,-0.079,-0.073,-0.035,0.113,-0.010,0.022,-0.108,0.111,0.011,-0.018,-0.995,1013.20,1013.25,8.62,0,RIDING,
4075,81.480,-0.035,0.080,0.076,0.116,-0.027,-0.074,0.025,0.083,0.003,-0.005,-0.991,1013.27,1013.25,8.55,0,RIDING,
4076,81.500,-0.020,0.100,-0.088,0.135,0.061,0.008,-0.092,0.111,0.005,0.003,-0.989,1013.30,1013.25,8.41,0,RIDING,
4077,81.520,-0.004,-0.065,-0.115,0.132,0.048,-0.060,-0.019,0.079,-0.000,-0.012,-0.984,1013.25,1013.25,8.41,0,RIDING,
4078,81.540,-0.021,0.036,0.023,0.048,0.102,0.081,0.068,0.147,0.013,0.001,-1.003,1013.23,1013.25,8.33,0,RIDING,
4079,81.560,0.053,-0.040,-0.046,0.081,-0.055,0.000,0.021,0.059,0.007,0.020,-1.018,1013.33,1013.25,8.43,0,RIDING,
4080,81.580,0.069,-0.132,-0.034,0.152,-0.086,0.016,0.019,0.089,-0.023,-0.005,-1.016,1013.17,1013.25,8.08,0,RIDING,
4081,81.600,-0.056,-0.030,-0.065,0.091,-0.007,-0.022,0.065,0.069,-0.006,0.010,-0.992,1013.33,1013.25,8.17,0,RIDING,
4082,81.620,-0.025,-0.010,-0.024,0.036,-0.103,0.072,-0.003,0.126,0.008,-0.006,-1.016,1013.17,1013.25,8.49,0,RIDING,
4083,81.640,-0.002,-0.127,-0.012,0.127,0.026,0.012,-0.067,0.073,0.004,0.004,-0.983,1013.24,1013.25,8.08,0,RIDING,
4084,81.660,0.091,-0.036,0.090,0.133,0.023,0.028,0.071,0.080,0.006,0.000,-1.013,1013.29,1013.25,8.59,0,RIDING,
4085,81.680,-0.122,-0.021,0.085,0.150,0.090,-0.042,0.023,0.102,0.015,-0.024,-1.005,1013.26,1013.25,8.63,0,RIDING,
4086,81.700,0.002,-0.014,0.149,0.149,-0.057,0.023,-0.068,0.092,-0.007,0.004,-1.003,1013.22,1013.25,8.40,0,RIDING,
4087,81.720,-0.072,0.119,0.005,0.139,0.058,-0.013,0.028,0.065,-0.002,-0.016,-0.973,1013.29,1013.25,8.21,0,RIDING,
4088,81.740,0.092,0.005,-0.101,0.137,-0.060,-0.002,-0.016,0.062,0.006,-0.001,-0.986,1013.31,1013.25,8.41,0,RIDING,
4089,81.760,0.011,0.052,0.078,0.094,-0.024,-0.094,-0.041,0.105,0.007,-0.001,-1.003,1013.22,1013.25,7.90,0,RIDING,
4090,81.780,-0.084,-0.030,-0.020,0.092,0.010,0.043,-0.029,0.053,-0.001,-0.002,-1.005,1013.17,1013.25,8.64,0,RIDING,
4091,81.800,-0.000,-0.028,0.116,0.120,-0.048,0.038,-0.063,0.087,0.012,-0.007,-1.001,1013.26,1013.25,8.99,0,RIDING,
4092,81.820,0.062,-0.006,-0.060,0.086,-0.023,-0.014,-0.046,0.053,0.022,0.012,-0.998,1013.15,1013.25,8.00,0,RIDING,
4093,81.840,0.001,-0.047,0.048,0.068,0.049,0.049,0.009,0.070,0.002,-0.000,-0.994,1013.30,1013.25,8.12,0,RIDING,
4094,81.860,0.094,0.162,-0.096,0.210,0.004,0.059,0.004,0.059,-0.005,-0.009,-1.000,1013.24,1013.25,8.49,0,RIDING,
4095,81.880,0.019,-0.015,-0.103,0.106,0.014,-0.005,0.059,0.061,0.002,-0.001,-0.994,1013.22,1013.25,7.71,0,RIDING,
4096,81.900,-0.039,0.054,0.206,0.216,-0.049,0.002,-0.039,0.062,0.007,-0.017,-1.003,1013.26,1013.25,8.53,0,RIDING,
4097,81.920,0.123,-0.026,0.014,0.127,0.054,0.079,0.065,0.116,0.003,-0.004,-1.011,1013.21,1013.25,8.61,0,RIDING,
4098,81.940,0.055,-0.047,-0.102,0.125,-0.041,-0.069,-0.016,0.082,0.004,0.004,-0.996,1013.31,1013.25,8.33,0,RIDING,
4099,81.960,0.065,0.050,-0.064,0.104,-0.071,-0.069,0.023,0.102,-0.002,0.010,-1.002,1013.27,1013.25,8.48,0,RIDING,
4100,81.980,0.184,0.097,0.006,0.208,0.015,0.030,-0.090,0.096,-0.008,-0.005,-0.987,1013.30,1013.25,8.14,0,RIDING,
4101,82.000,-0.002,0.027,-0.015,0.031,0.013,0.019,-0.073,0.076,0.006,-0.019,-0.988,1013.39,1013.25,8.34,0,RIDING,
4102,82.020,0.015,0.053,-0.050,0.075,-0.062,-0.025,-0.060,0.090,0.001,0.008,-1.008,1013.22,1013.25,8.63,0,RIDING,
4103,82.040,-0.057,0.016,0.140,0.152,0.007,-0.030,0.078,0.084,0.011,-0.017,-1.001,1013.21,1013.25,8.91,0,RIDING,
4104,82.060,-0.076,-0.049,-0.120,0.150,-0.009,0.053,0.006,0.054,0.006,0.007,-1.001,1013.23,1013.25,8.48,0,RIDING,
4105,82.080,0.059,-0.066,-0.118,0.147,-0.025,-0.094,-0.061,0.115,-0.002,0.001,-0.984,1013.32,1013.25,8.19,0,RIDING,
4106,82.100,-0.108,0.040,0.021,0.117,0.027,-0.029,-0.032,0.051,-0.008,0.003,-1.026,1013.15,1013.25,8.39,0,RIDING,
4107,82.120,-0.049,0.133,-0.101,0.174,0.016,-0.067,-0.044,0.082,-0.012,-0.009,-1.018,1013.29,1013.25,8.46,0,RIDING,
4108,82.140,0.129,-0.090,0.088,0.180,0.058,0.047,0.016,0.077,-0.002,0.004,-0.990,1013.23,1013.25,8.77,0,RIDING,
4109,82.160,-0.121,-0.002,-0.003,0.121,0.052,-0.027,-0.030,0.066,-0.005,-0.002,-0.996,1013.28,1013.25,8.31,0,RIDING,
4110,82.180,-0.010,-0.074,-0.173,0.188,0.017,0.050,-0.031,0.061,0.010,0.002,-0.993,1013.31,1013.25,8.47,0,RIDING,
4111,82.200,0.130,-0.071,0.012,0.149,-0.073,0.010,0.002,0.073,0.010,0.000,-1.006,1013.21,1013.25,8.22,0,RIDING,
4112,82.220,0.036,0.080,0.027,0.092,-0.025,0.005,-0.005,0.026,-0.008,-0.027,-1.006,1013.34,1013.25,8.10,0,RIDING,
4113,82.240,0.200,-0.014,0.008,0.200,-0.017,0.072,-0.030,0.080,-0.001,-0.005,-1.005,1013.29,1013.25,8.74,0,RIDING,
4114,82.260,-0.015,-0.124,0.115,0.169,-0.030,-0.099,-0.027,0.107,0.006,-0.001,-1.021,1013.26,1013.25,8.41,0,RIDING,
4115,82.280,0.009,-0.037,-0.034,0.051,-0.061,0.020,-0.028,0.070,-0.009,0.003,-1.003,1013.20,1013.25,8.31,0,RIDING,
4116,82.300,-0.094,0.006,-0.063,0.113,-0.038,0.059,0.118,0.137,-0.007,-0.015,-1.011,1013.26,1013.25,8.65,0,RIDING,
4117,82.320,-0.100,0.012,-0.104,0.145,0.019,-0.007,-0.030,0.036,-0.005,0.008,-1.001,1013.27,1013.25,8.58,0,RIDING,
4118,82.340,0.004,-0.017,0.088,0.090,0.028,-0.014,0.042,0.052,0.001,-0.006,-1.000,1013.35,1013.25,8.36,0,RIDING,
4119,82.360,-0.010,0.042,0.103,0.112,-0.000,-0.040,-0.003,0.040,-0.007,0.021,-0.994,1013.26,1013.25,8.88,0,RIDING,
4120,82.380,-0.046,0.162,-0.060,0.178,0.039,-0.040,0.026,0.061,0.006,-0.018,-0.981,1013.16,1013.25,8.76,0,RIDING,
4121,82.400,0.142,-0.165,0.142,0.260,-0.043,0.068,-0.031,0.087,-0.007,0.000,-0.995,1013.21,1013.25,8.50,0,RIDING,
4122,82.420,0.083,-0.033,0.038,0.097,-0.036,0.026,-0.038,0.058,-0.014,-0.008,-0.988,1013.27,1013.25,8.15,0,RIDING,
4123,82.440,0.010,-0.189,0.149,0.241,-0.041,0.012,0.043,0.061,0.009,-0.003,-1.003,1013.23,1013.25,8.50,0,RIDING,
4124,82.460,-0.166,-0.084,-0.013,0.187,0.046,-0.014,-0.000,0.048,0.005,-0.006,-1.003,1013.30,1013.25,7.75,0,RIDING,
4125,82.480,-0.119,0.073,-0.107,0.176,-0.021,0.076,0.067,0.104,-0.007,-0.007,-0.994,1013.22,1013.25,8.21,0,RIDING,
4126,82.500,0.125,0.054,0.043,0.143,0.063,0.043,-0.050,0.091,0.011,-0.004,-1.000,1013.33,1013.25,8.65,0,RIDING,
4127,82.520,0.058,0.089,-0.068,0.126,0.042,-0.020,-0.040,0.061,0.003,0.010,-1.008,1013.26,1013.25,8.60,0,RIDING,
4128,82.540,0.016,0.141,0.123,0.188,-0.012,0.032,0.044,0.056,0.011,0.019,-0.997,1013.27,1013.25,8.69,0,RIDING,
4129,82.560,-0.060,-0.002,-0.045,0.075,0.049,0.026,0.040,0.069,0.006,0.001,-1.001,1013.24,1013.25,8.83,0,RIDING,
4130,82.580,0.068,0.050,-0.048,0.097,-0.005,-0.037,-0.020,0.043,0.005,0.002,-0.991,1013.27,1013.25,8.73,0,RIDING,
4131,82.600,-0.084,-0.107,0.061,0.149,0.039,-0.019,0.023,0.049,0.009,0.006,-0.994,1013.29,1013.25,8.73,0,RIDING,
4132,82.620,-0.119,0.011,-0.071,0.139,0.026,0.040,0.027,0.055,0.000,0.005,-1.003,1013.19,1013.25,8.51,0,RIDING,
4133,82.640,-0.126,0.066,-0.007,0.142,0.018,0.038,-0.007,0.043,-0.019,-0.003,-1.002,1013.28,1013.25,8.35,0,RIDING,
4134,82.660,-0.016,0.128,0.030,0.132,-0.089,-0.033,0.015,0.096,0.002,0.013,-0.995,1013.30,1013.25,8.73,0,RIDING,
4135,82.680,-0.035,-0.063,0.112,0.133,0.006,0.105,-0.053,0.118,-0.008,-0.003,-0.984,1013.32,1013.25,8.60,0,RIDING,
4136,82.700,-0.010,0.025,0.142,0.145,0.029,-0.023,-0.016,0.040,0.011,-0.011,-1.009,1013.22,1013.25,8.42,0,RIDING,
4137,82.720,-0.043,-0.127,0.131,0.187,0.089,0.011,-0.026,0.094,0.001,0.010,-1.017,1013.19,1013.25,8.59,0,RIDING,
4138,82.740,0.014,0.075,-0.113,0.136,0.053,0.033,-0.001,0.062,-0.014,-0.021,-1.002,1013.35,1013.25,8.42,0,RIDING,
4139,82.760,0.143,0.032,0.087,0.170,-0.033,0.047,0.028,0.064,0.008,-0.004,-1.004,1013.20,1013.25,7.99,0,RIDING,
4140,82.780,0.030,0.111,0.115,0.163,0.067,-0.006,-0.058,0.089,-0.009,-0.009,-0.998,1013.26,1013.25,9.00,0,RIDING,
4141,82.800,0.082,-0.074,-0.056,0.124,0.006,0.083,0.041,0.093,-0.008,0.007,-1.016,1013.23,1013.25,8.26,0,RIDING,
4142,82.820,-0.047,-0.067,0.072,0.110,0.058,0.052,0.059,0.098,0.006,0.010,-1.010,1013.29,1013.25,8.55,0,RIDING,
4143,82.840,0.017,0.120,-0.056,0.133,0.046,-0.060,0.032,0.082,0.001,0.000,-1.013,1013.26,1013.25,8.72,0,RIDING,
4144,82.860,0.084,-0.058,-0.055,0.116,0.037,-0.012,-0.026,0.047,-0.001,-0.002,-0.997,1013.26,1013.25,8.71,0,RIDING,
4145,82.880,-0.095,-0.035,-0.075,0.126,0.041,-0.023,-0.004,0.047,-0.002,-0.003,-1.000,1013.19,1013.25,8.03,0,RIDING,
4146,82.900,0.058,0.129,-0.015,0.142,0.050,-0.065,0.073,0.110,0.001,-0.015,-1.000,1013.25,1013.25,8.07,0,RIDING,
4147,82.920,0.134,0.000,0.070,0.152,0.026,-0.090,0.045,0.104,0.010,-0.013,-1.008,1013.26,1013.25,8.08,0,RIDING,
4148,82.940,0.030,-0.038,-0.054,0.072,-0.046,-0.093,0.047,0.114,0.007,-0.010,-0.985,1013.27,1013.25,8.59,0,RIDING,
4149,82.960,0.092,0.029,0.085,0.129,0.035,0.021,-0.032,0.052,0.001,0.019,-0.990,1013.23,1013.25,8.74,0,RIDING,
4150,82.980,0.082,-0.039,-0.046,0.102,-0.033,-0.006,-0.024,0.041,0.000,0.008,-1.008,1013.18,1013.25,8.31,0,RIDING,
4151,83.000,-0.004,-0.035,0.175,0.179,0.029,0.029,0.042,0.058,-0.003,0.011,-1.009,1013.23,1013.25,8.24,0,RIDING,
4152,83.020,-0.104,-0.016,-0.015,0.106,-0.004,0.042,-0.025,0.049,-0.006,0.011,-0.989,1013.24,1013.25,8.66,0,RIDING,
4153,83.040,0.018,0.056,-0.119,0.133,-0.056,0.006,0.065,0.086,0.010,-0.009,-0.995,1013.26,1013.25,8.65,0,RIDING,
4154,83.060,0.061,0.060,-0.094,0.127,-0.106,-0.065,-0.003,0.124,0.020,0.011,-1.012,1013.27,1013.25,8.62,0,RIDING,
4155,83.080,-0.002,-0.011,-0.095,0.095,0.072,-0.002,0.049,0.087,-0.002,-0.007,-0.998,1013.20,1013.25,8.31,0,RIDING,
4156,83.100,0.053,0.011,-0.078,0.095,-0.047,0.001,0.034,0.058,-0.000,0.002,-1.014,1013.20,1013.25,8.50,0,RIDING,
4157,83.120,0.061,-0.164,-0.019,0.176,0.082,0.067,0.034,0.112,0.002,-0.008,-0.992,1013.38,1013.25,8.76,0,RIDING,
4158,83.140,-0.060,0.057,0.007,0.083,0.094,0.058,-0.022,0.112,0.008,-0.010,-1.003,1013.22,1013.25,8.74,0,RIDING,
4159,83.160,-0.036,-0.040,0.010,0.055,-0.014,-0.010,0.046,0.049,0.002,0.003,-1.002,1013.38,1013.25,8.54,0,RIDING,
4160,83.180,-0.023,-0.104,-0.056,0.120,0.036,-0.029,0.093,0.104,-0.021,-0.000,-1.015,1013.22,1013.25,8.67,0,RIDING,
4161,83.200,-0.121,0.086,-0.048,0.156,0.097,0.055,0.049,0.121,0.020,-0.006,-1.005,1013.29,1013.25,8.89,0,RIDING,
4162,83.220,-0.122,-0.008,-0.058,0.135,-0.055,0.020,0.055,0.080,-0.001,-0.016,-0.984,1013.31,1013.25,8.90,0,RIDING,
4163,83.240,0.108,0.039,0.024,0.117,-0.033,-0.002,0.070,0.078,0.002,0.002,-1.021,1013.21,1013.25,8.39,0,RIDING,
4164,83.260,0.128,-0.042,-0.002,0.135,-0.030,-0.004,-0.012,0.032,0.025,-0.008,-1.001,1013.37,1013.25,8.74,0,RIDING,
4165,83.280,-0.123,-0.003,0.150,0.195,-0.049,0.082,0.065,0.116,0.004,0.003,-0.987,1013.27,1013.25,8.53,0,RIDING,
4166,83.300,0.050,0.022,0.057,0.079,0.060,0.108,-0.010,0.124,-0.006,0.017,-1.009,1013.30,1013.25,8.39,0,RIDING,
4167,83.320,-0.026,-0.019,0.041,0.052,-0.034,-0.051,0.017,0.064,-0.000,-0.004,-1.003,1013.30,1013.25,8.45,0,RIDING,
4168,83.340,-0.143,0.124,-0.030,0.192,0.033,0.033,0.054,0.071,0.016,-0.002,-0.999,1013.12,1013.25,8.96,0,RIDING,
4169,83.360,0.142,0.110,-0.005,0.180,0.001,0.056,-0.017,0.058,-0.005,0.010,-1.007,1013.19,1013.25,8.78,0,RIDING,
4170,83.380,0.091,0.238,0.039,0.258,0.042,-0.037,0.072,0.092,-0.007,0.012,-1.019,1013.24,1013.25,8.65,0,RIDING,
4171,83.400,-0.018,-0.225,0.009,0.226,0.025,0.017,0.060,0.067,-0.007,0.008,-0.986,1013.22,1013.25,8.89,0,RIDING,
4172,83.420,0.023,0.030,-0.068,0.078,0.000,-0.069,0.076,0.102,0.006,0.008,-0.994,1013.30,1013.25,8.93,0,RIDING,
4173,83.440,-0.010,0.005,-0.012,0.016,-0.053,-0.016,-0.005,0.056,0.006,-0.007,-0.999,1013.31,1013.25,8.86,0,RIDING,
4174,83.460,-0.069,0.201,0.029,0.215,0.042,0.093,-0.104,0.146,-0.016,-0.013,-0.983,1013.17,1013.25,8.53,0,RIDING,
4175,83.480,-0.005,0.062,0.061,0.087,0.017,-0.055,0.046,0.073,0.006,-0.006,-0.995,1013.26,1013.25,8.13,0,RIDING,
4176,83.500,0.081,-0.074,-0.048,0.120,-0.067,0.030,-0.011,0.075,0.012,-0.020,-0.996,1013.31,1013.25,8.21,0,RIDING,
4177,83.520,-0.091,0.056,0.013,0.108,-0.034,-0.043,0.088,0.104,-0.006,0.014,-0.985,1013.21,1013.25,8.85,0,RIDING,
4178,83.540,0.001,-0.041,-0.029,0.050,-0.070,-0.060,0.036,0.099,0.010,-0.001,-1.008,1013.25,1013.25,8.12,0,RIDING,
4179,83.560,-0.065,0.011,-0.012,0.067,0.019,0.032,0.091,0.099,-0.000,0.022,-1.006,1013.22,1013.25,8.30,0,RIDING,
4180,83.580,0.158,0.038,-0.130,0.208,0.025,0.025,-0.057,0.067,0.011,0.020,-0.998,1013.25,1013.25,8.32,0,RIDING,
4181,83.600,-0.048,0.063,0.014,0.080,-0.001,-0.001,0.075,0.075,-0.011,-0.003,-0.991,1013.15,1013.25,8.41,0,RIDING,
4182,83.620,-0.056,0.022,0.086,0.105,-0.045,0.019,-0.031,0.058,-0.006,-0.021,-1.001,1013.28,1013.25,8.47,0,RIDING,
4183,83.640,0.042,0.024,-0.087,0.100,0.050,0.053,0.028,0.078,-0.014,-0.024,-1.005,1013.25,1013.25,8.90,0,RIDING,
4184,83.660,0.009,-0.000,-0.083,0.083,0.073,0.128,0.008,0.148,0.011,0.016,-1.010,1013.21,1013.25,8.34,0,RIDING,
4185,83.680,0.058,-0.071,-0.087,0.126,0.030,0.046,0.057,0.080,-0.004,0.001,-0.994,1013.24,1013.25,8.11,0,RIDING,
4186,83.700,-0.205,0.016,0.005,0.206,-0.036,-0.075,0.049,0.097,0.016,0.004,-0.997,1013.09,1013.25,8.55,0,RIDING,
4187,83.720,0.006,-0.093,-0.032,0.098,0.030,-0.120,0.047,0.132,0.001,0.009,-0.997,1013.26,1013.25,8.72,0,RIDING,
4188,83.740,0.066,-0.183,-0.114,0.225,0.053,-0.018,0.016,0.058,0.000,0.011,-0.993,1013.20,1013.25,8.68,0,RIDING,
4189,83.760,-0.057,-0.001,0.033,0.066,0.031,0.104,0.017,0.110,-0.021,0.007,-1.001,1013.20,1013.25,8.81,0,RIDING,
4190,83.780,-0.014,-0.004,-0.011,0.018,-0.003,-0.013,0.007,0.015,-0.017,0.007,-1.029,1013.20,1013.25,8.37,0,RIDING,
4191,83.800,0.068,-0.018,0.049,0.085,0.011,0.075,0.042,0.087,-0.002,-0.023,-0.999,1013.23,1013.25,8.27,0,RIDING,
4192,83.820,0.021,-0.026,0.003,0.034,-0.024,-0.003,-0.027,0.036,0.001,-0.003,-0.993,1013.20,1013.25,8.50,0,RIDING,
4193,83.840,0.052,0.094,-0.114,0.157,-0.022,0.012,-0.045,0.052,0.015,-0.000,-0.979,1013.33,1013.25,8.49,0,RIDING,
4194,83.860,0.019,-0.043,0.011,0.049,0.016,-0.025,-0.066,0.073,0.006,0.010,-1.008,1013.25,1013.25,8.16,0,RIDING,
4195,83.880,-0.203,-0.161,-0.176,0.313,0.114,-0.025,0.032,0.121,-0.015,0.013,-1.013,1013.27,1013.25,8.01,0,RIDING,
4196,83.900,-0.017,-0.033,0.095,0.102,0.044,0.038,0.015,0.060,0.008,0.005,-1.019,1013.17,1013.25,8.22,0,RIDING,
4197,83.920,-0.091,0.105,-0.059,0.151,-0.089,-0.036,-0.068,0.118,-0.021,0.002,-0.988,1013.11,1013.25,8.51,0,RIDING,
4198,83.940,-0.202,-0.067,0.055,0.220,-0.045,0.014,-0.074,0.088,0.014,-0.016,-1.004,1013.32,1013.25,9.14,0,RIDING,
4199,83.960,-0.032,-0.136,0.151,0.206,-0.020,-0.007,0.101,0.103,-0.011,-0.002,-1.006,1013.31,1013.25,8.07,0,RIDING,
4200,83.980,0.050,0.015,0.045,0.069,0.003,0.010,-0.038,0.040,-0.004,0.016,-0.994,1013.22,1013.25,8.80,0,RIDING,
4201,84.000,-0.075,-0.086,-0.104,0.154,0.071,0.093,0.037,0.123,0.000,-0.012,-1.012,1013.30,1013.25,8.67,0,RIDING,
4202,84.020,0.045,-0.018,0.033,0.059,0.046,-0.008,0.024,0.052,0.006,-0.003,-0.999,1013.24,1013.25,8.92,0,RIDING,
4203,84.040,0.050,0.117,0.019,0.129,0.010,0.068,0.007,0.069,-0.007,0.001,-1.003,1013.26,1013.25,8.46,0,RIDING,
4204,84.060,-0.088,-0.014,-0.065,0.110,0.019,-0.013,-0.012,0.026,-0.007,-0.003,-1.001,1013.23,1013.25,8.55,0,RIDING,
4205,84.080,-0.028,-0.018,-0.121,0.126,0.064,-0.061,0.036,0.096,0.002,0.007,-1.008,1013.15,1013.25,9.08,0,RIDING,
4206,84.100,0.086,0.012,0.061,0.106,0.061,-0.014,-0.026,0.068,-0.005,-0.009,-0.993,1013.28,1013.25,8.78,0,RIDING,
4207,84.120,0.092,-0.091,-0.087,0.156,0.028,-0.044,0.065,0.083,0.004,-0.010,-0.996,1013.28,1013.25,8.44,0,RIDING,
4208,84.140,0.075,0.040,0.127,0.153,-0.024,-0.075,-0.085,0.116,0.007,-0.007,-1.001,1013.24,1013.25,8.45,0,RIDING,
4209,84.160,0.027,0.063,-0.056,0.088,0.056,-0.006,0.019,0.060,-0.002,-0.012,-1.000,1013.25,1013.25,8.62,0,RIDING,
4210,84.180,0.024,0.114,-0.012,0.117,-0.012,-0.072,-0.119,0.140,-0.017,0.018,-1.011,1013.27,1013.25,8.37,0,RIDING,
4211,84.200,0.085,0.043,0.082,0.126,0.029,0.013,-0.012,0.034,0.012,0.004,-0.984,1013.32,1013.25,8.16,0,RIDING,
4212,84.220,-0.102,0.009,-0.090,0.137,-0.067,0.007,0.017,0.070,-0.006,-0.007,-1.001,1013.22,1013.25,8.07,0,RIDING,
4213,84.240,0.058,-0.066,0.106,0.138,-0.014,-0.054,-0.039,0.068,-0.005,-0.012,-1.009,1013.25,1013.25,8.85,0,RIDING,
4214,84.260,-0.114,-0.009,-0.076,0.137,0.021,-0.046,-0.040,0.064,-0.007,-0.011,-0.988,1013.20,1013.25,8.53,0,RIDING,
4215,84.280,-0.014,-0.116,0.058,0.131,-0.000,0.047,-0.034,0.058,-0.009,-0.004,-0.997,1013.33,1013.25,8.34,0,RIDING,
4216,84.300,0.006,-0.015,-0.053,0.056,0.037,0.071,-0.009,0.080,-0.027,-0.003,-1.004,1013.24,1013.25,7.91,0,RIDING,
4217,84.320,0.048,-0.030,0.174,0.183,0.014,-0.005,0.010,0.018,-0.004,0.019,-0.999,1013.30,1013.25,8.02,0,RIDING,
4218,84.340,0.103,0.009,-0.003,0.104,0.121,0.018,-0.089,0.151,0.006,0.009,-0.975,1013.31,1013.25,7.89,0,RIDING,
4219,84.360,0.071,-0.054,-0.075,0.117,0.053,-0.047,0.079,0.106,-0.022,-0.011,-1.003,1013.24,1013.25,8.28,0,RIDING,
4220,84.380,-0.027,0.214,0.126,0.250,-0.067,-0.038,-0.045,0.089,-0.005,0.015,-0.987,1013.35,1013.25,8.29,0,RIDING,
4221,84.400,-0.173,-0.092,0.043,0.200,0.095,0.017,-0.003,0.097,-0.007,-0.020,-1.004,1013.29,1013.25,8.48,0,RIDING,
4222,84.420,-0.131,0.097,0.058,0.173,-0.071,0.049,0.021,0.089,-0.006,-0.003,-1.007,1013.19,1013.25,8.21,0,RIDING,
4223,84.440,0.171,0.076,-0.070,0.200,0.021,-0.079,-0.026,0.086,-0.009,-0.013,-1.005,1013.27,1013.25,8.69,0,RIDING,
4224,84.460,0.008,-0.024,-0.030,0.039,-0.080,0.016,-0.042,0.092,-0.016,0.005,-1.019,1013.21,1013.25,8.49,0,RIDING,
4225,84.480,-0.118,0.069,0.023,0.139,-0.013,0.044,0.001,0.045,0.008,-0.002,-0.986,1013.25,1013.25,8.51,0,RIDING,
4226,84.500,-0.064,0.106,-0.080,0.148,0.006,-0.013,0.024,0.028,-0.014,0.001,-0.994,1013.24,1013.25,8.18,0,RIDING,
4227,84.520,0.131,0.093,-0.107,0.193,0.097,0.053,-0.058,0.125,0.017,-0.019,-0.998,1013.32,1013.25,8.29,0,RIDING,
4228,84.540,-0.036,-0.010,0.006,0.038,0.078,0.043,-0.051,0.103,-0.006,-0.021,-0.998,1013.29,1013.25,8.58,0,RIDING,
4229,84.560,0.036,0.066,0.063,0.098,0.037,-0.045,0.013,0.060,-0.017,0.007,-0.991,1013.29,1013.25,8.57,0,RIDING,
4230,84.580,-0.027,0.046,0.114,0.126,-0.009,0.038,-0.034,0.052,0.005,0.004,-0.992,1013.33,1013.25,8.89,0,RIDING,
4231,84.600,0.040,0.046,-0.116,0.131,-0.019,0.082,-0.014,0.085,-0.017,-0.003,-1.000,1013.18,1013.25,8.58,0,RIDING,
4232,84.620,-0.041,0.002,0.001,0.041,-0.057,-0.054,0.009,0.079,-0.009,-0.012,-1.015,1013.21,1013.25,8.30,0,RIDING,
4233,84.640,-0.133,0.079,-0.210,0.261,-0.047,-0.033,-0.040,0.070,0.007,0.017,-0.985,1013.28,1013.25,8.83,0,RIDING,
4234,84.660,0.125,0.001,-0.008,0.125,-0.014,0.136,0.043,0.143,0.016,-0.011,-0.996,1013.13,1013.25,8.29,0,RIDING,
4235,84.680,-0.024,-0.037,-0.077,0.089,-0.072,-0.011,-0.089,0.115,0.002,0.004,-1.010,1013.27,1013.25,7.80,0,RIDING,
4236,84.700,-0.104,0.020,0.156,0.189,0.005,0.014,0.049,0.051,-0.010,-0.013,-0.990,1013.29,1013.25,8.18,0,RIDING,
